category,sub_category,brand,model,material,color,quality,flag,pop1,pop2,time_online,sold,price
1.0,17.0,644.0,,24.0,3.0,2.0,0,3,98,66,1,1101.88
3.0,33.0,481.0,,67.0,10.0,2.0,0,18,152,668,0,39328.14
2.0,43.0,633.0,,56.0,3.0,2.0,1,11,104,28,1,1032.74
2.0,11.0,842.0,,25.0,1.0,1.0,0,13,184,372,1,1147.14
2.0,22.0,16.0,93.0,8.0,12.0,2.0,0,0,15,702,0,1004.14
2.0,11.0,606.0,,32.0,24.0,2.0,0,8,93,220,1,2148.14
4.0,39.0,903.0,,24.0,1.0,2.0,0,5,13,382,0,861.14
2.0,56.0,943.0,,66.0,3.0,2.0,0,8,37,166,1,1247.24
2.0,22.0,466.0,,9.0,4.0,1.0,0,2,31,537,0,989.84
2.0,9.0,715.0,,8.0,3.0,2.0,0,2,39,452,0,3292.14
4.0,6.0,907.0,,24.0,7.0,2.0,0,7,79,117,1,4696.53
4.0,20.0,465.0,,55.0,3.0,2.0,0,3,35,5,1,2148.14
2.0,11.0,644.0,,39.0,12.0,2.0,0,3,37,373,0,2005.14
2.0,52.0,271.0,,47.0,15.0,2.0,0,1,12,21,1,1290.14
2.0,22.0,291.0,,32.0,18.0,2.0,0,2,118,30,1,1290.14
2.0,45.0,852.0,,47.0,3.0,1.0,0,2,29,40,1,1504.64
3.0,38.0,276.0,,63.0,18.0,2.0,0,6,54,10,1,3006.14
1.0,1.0,490.0,,39.0,3.0,2.0,0,5,59,1,1,989.84
2.0,9.0,666.0,,24.0,6.0,1.0,0,11,209,408,0,3578.14
2.0,45.0,620.0,,61.0,3.0,2.0,0,3,30,370,0,1418.84
2.0,52.0,77.0,,8.0,3.0,1.0,0,17,89,655,0,1147.14
4.0,39.0,754.0,,7.0,7.0,2.0,0,64,158,382,0,2343.7
2.0,21.0,852.0,,14.0,3.0,2.0,0,5,184,103,1,22168.14
2.0,21.0,690.0,,16.0,12.0,2.0,0,14,86,465,0,10728.14
3.0,33.0,959.0,,11.0,15.0,2.0,0,3,22,527,0,718.14
1.0,17.0,720.0,2.0,24.0,8.0,2.0,0,6,77,30,1,9441.14
2.0,22.0,823.0,,9.0,4.0,2.0,0,2,21,9,1,1147.14
2.0,21.0,291.0,,24.0,3.0,1.0,0,7,131,490,0,5008.14
4.0,20.0,1008.0,,24.0,1.0,2.0,0,4,88,707,0,2693.64
2.0,11.0,271.0,,66.0,3.0,2.0,0,0,18,563,0,2148.14
4.0,0.0,336.0,,24.0,3.0,1.0,0,3,71,599,0,2148.14
3.0,7.0,780.0,,34.0,17.0,2.0,1,16,215,9,1,5008.14
1.0,17.0,720.0,214.0,24.0,4.0,2.0,0,14,154,97,1,11281.88
2.0,45.0,289.0,,47.0,12.0,2.0,0,4,66,64,1,1628.05
4.0,0.0,1002.0,,40.0,3.0,2.0,0,17,113,508,0,2148.14
4.0,20.0,907.0,,24.0,1.0,2.0,0,3,49,594,0,1862.14
0.0,40.0,490.0,,39.0,15.0,2.0,0,20,66,596,0,403.54
2.0,56.0,291.0,,8.0,4.0,2.0,0,4,61,64,1,1118.54
4.0,14.0,1000.0,,55.0,4.0,2.0,0,2,41,2,1,2267.51
1.0,17.0,720.0,,24.0,7.0,2.0,0,7,19,0,1,6295.14
1.0,17.0,341.0,,37.0,6.0,2.0,0,0,36,8,1,2148.14
4.0,6.0,499.0,,24.0,3.0,1.0,0,4,35,114,1,1290.14
4.0,0.0,465.0,33.0,55.0,7.0,2.0,0,21,117,149,1,4663.71
4.0,20.0,768.0,,60.0,3.0,2.0,0,7,35,410,0,5294.14
4.0,53.0,439.0,,55.0,15.0,2.0,0,3,18,0,1,2005.14
2.0,11.0,214.0,,47.0,11.0,2.0,1,16,149,419,0,4824.29
2.0,50.0,796.0,,8.0,3.0,2.0,0,8,82,16,1,1647.64
2.0,42.0,796.0,,8.0,3.0,2.0,0,1,34,5,1,2863.14
2.0,56.0,466.0,,8.0,3.0,2.0,0,6,88,292,1,1147.14
2.0,52.0,984.0,,47.0,9.0,2.0,0,5,19,9,1,1147.14
4.0,0.0,465.0,,55.0,1.0,1.0,0,4,79,113,1,1290.14
4.0,14.0,784.0,,55.0,1.0,2.0,0,2,24,60,1,1147.14
2.0,52.0,817.0,,8.0,11.0,2.0,0,2,38,141,1,646.64
2.0,52.0,341.0,,47.0,15.0,2.0,0,7,98,582,0,2291.14
2.0,29.0,1042.0,,66.0,4.0,2.0,0,9,25,426,0,3077.64
2.0,11.0,271.0,,39.0,3.0,2.0,0,7,87,21,1,3578.14
4.0,53.0,515.0,,45.0,1.0,2.0,0,9,45,119,1,1450.24
2.0,50.0,229.0,,8.0,3.0,2.0,0,9,65,3,1,1290.14
2.0,11.0,798.0,,32.0,3.0,1.0,0,5,56,700,0,1089.35
2.0,45.0,465.0,,8.0,3.0,2.0,0,4,31,21,1,1719.14
2.0,11.0,943.0,,47.0,24.0,2.0,0,10,94,77,1,1972.61
4.0,0.0,878.0,,24.0,16.0,1.0,0,2,21,121,1,1361.04
2.0,21.0,852.0,,60.0,18.0,2.0,0,5,29,25,1,3721.14
4.0,39.0,817.0,,24.0,15.0,1.0,1,4,57,439,0,1862.14
4.0,0.0,465.0,,55.0,3.0,2.0,0,2,49,22,1,3413.1
3.0,7.0,841.0,,63.0,21.0,2.0,0,5,176,5,1,4722.14
2.0,45.0,49.0,,56.0,3.0,2.0,1,39,254,43,1,4436.14
2.0,9.0,943.0,,8.0,17.0,2.0,0,3,49,0,1,5151.14
2.0,11.0,2.0,,47.0,25.0,2.0,0,4,63,60,1,2291.14
2.0,45.0,465.0,,8.0,9.0,2.0,0,3,76,94,1,1787.74
4.0,0.0,439.0,,55.0,3.0,2.0,0,2,21,3,1,1118.54
2.0,45.0,705.0,,47.0,15.0,2.0,0,0,19,508,0,2329.05
1.0,46.0,541.0,,28.0,14.0,2.0,0,8,107,34,1,861.14
2.0,9.0,705.0,,66.0,12.0,1.0,0,3,38,401,0,6009.14
4.0,39.0,16.0,,7.0,16.0,1.0,0,19,122,503,0,1147.14
2.0,52.0,750.0,,47.0,3.0,0.0,0,1,12,658,0,861.14
1.0,8.0,785.0,,24.0,25.0,2.0,0,6,69,496,0,3149.14
2.0,52.0,289.0,,39.0,3.0,2.0,0,11,82,213,1,1461.74
4.0,6.0,291.0,,55.0,11.0,2.0,0,7,24,692,0,2148.14
2.0,50.0,53.0,,8.0,3.0,2.0,0,3,17,480,0,718.14
1.0,8.0,583.0,,47.0,3.0,1.0,0,3,42,7,1,2848.84
4.0,20.0,943.0,,39.0,4.0,1.0,0,5,12,367,0,1862.14
4.0,20.0,439.0,,33.0,3.0,2.0,0,5,28,527,0,875.44
4.0,20.0,164.0,,33.0,15.0,2.0,0,15,35,551,0,2648.64
2.0,11.0,49.0,,56.0,3.0,2.0,0,16,87,218,1,1078.95
2.0,9.0,674.0,,66.0,20.0,2.0,1,126,844,677,0,4997.03
2.0,11.0,495.0,,32.0,10.0,2.0,0,3,173,48,1,15844.68
2.0,26.0,289.0,,8.0,12.0,2.0,0,4,148,96,1,503.64
4.0,28.0,173.0,,24.0,4.0,1.0,0,4,57,509,0,5414.74
0.0,48.0,289.0,,37.0,12.0,1.0,0,14,143,285,1,718.14
4.0,13.0,541.0,,7.0,3.0,2.0,0,4,56,176,1,1418.84
4.0,39.0,498.0,,24.0,3.0,2.0,0,9,53,401,0,3578.14
2.0,11.0,905.0,,8.0,24.0,2.0,0,10,50,707,0,1004.14
1.0,17.0,289.0,,24.0,18.0,2.0,0,14,105,11,1,5723.14
2.0,49.0,943.0,,56.0,10.0,2.0,0,3,28,5,1,1418.84
4.0,6.0,434.0,,24.0,6.0,1.0,0,1,10,36,1,1002.79
2.0,11.0,743.0,,47.0,15.0,2.0,0,3,48,632,0,1145.31
4.0,39.0,47.0,,24.0,3.0,1.0,0,6,109,100,1,1252.32
2.0,45.0,465.0,,47.0,19.0,2.0,0,7,101,29,1,1464.93
4.0,6.0,633.0,,24.0,9.0,2.0,0,2,45,4,1,2577.14
2.0,21.0,817.0,,66.0,12.0,2.0,1,27,137,485,0,2863.14
2.0,11.0,271.0,,47.0,18.0,2.0,0,15,142,365,1,1719.14
2.0,56.0,77.0,,24.0,3.0,2.0,0,2,49,0,1,2434.14
2.0,11.0,863.0,,47.0,15.0,2.0,0,13,124,480,1,1075.64
2.0,25.0,313.0,,56.0,3.0,2.0,0,6,113,514,0,2419.84
2.0,52.0,286.0,,47.0,1.0,2.0,0,6,33,370,0,1433.14
4.0,6.0,289.0,,24.0,18.0,2.0,1,16,136,4,1,3578.14
2.0,11.0,179.0,,9.0,4.0,2.0,0,4,32,570,0,718.14
2.0,52.0,831.0,,56.0,3.0,2.0,0,4,28,553,0,1868.9
1.0,17.0,555.0,,24.0,8.0,2.0,0,14,152,60,1,4579.14
2.0,45.0,466.0,,61.0,13.0,2.0,0,0,55,47,1,1151.1
2.0,22.0,291.0,,8.0,4.0,2.0,0,3,104,1,1,1862.14
1.0,17.0,127.0,,24.0,15.0,1.0,0,2,16,463,0,3242.35
3.0,7.0,432.0,,20.0,10.0,2.0,0,2,29,4,1,3971.63
1.0,17.0,1008.0,,24.0,8.0,2.0,0,21,130,39,1,2148.14
2.0,11.0,863.0,,66.0,3.0,2.0,0,8,184,91,1,2720.14
2.0,22.0,428.0,,8.0,4.0,2.0,0,2,23,172,1,689.54
2.0,26.0,715.0,,8.0,0.0,2.0,0,8,52,2,1,1561.84
2.0,11.0,939.0,,39.0,17.0,2.0,0,9,129,63,1,1601.59
0.0,48.0,590.0,,37.0,18.0,2.0,0,2,32,594,0,2540.47
0.0,48.0,943.0,,28.0,12.0,1.0,0,3,84,294,1,432.14
2.0,52.0,179.0,,8.0,4.0,2.0,0,4,9,594,0,718.14
1.0,17.0,931.0,,24.0,6.0,1.0,0,3,75,582,1,741.0
0.0,18.0,506.0,,66.0,3.0,2.0,0,6,44,406,0,1390.24
4.0,20.0,907.0,,33.0,7.0,1.0,0,5,41,512,0,896.2
4.0,20.0,950.0,,55.0,19.0,2.0,0,9,40,412,0,2434.14
2.0,56.0,465.0,,61.0,10.0,1.0,1,22,209,305,1,1147.14
2.0,56.0,47.0,,47.0,3.0,2.0,0,5,20,0,1,2577.14
1.0,17.0,541.0,,24.0,18.0,2.0,0,6,69,5,1,1862.14
2.0,21.0,466.0,,8.0,18.0,2.0,0,2,41,40,1,1418.84
3.0,12.0,959.0,,11.0,22.0,2.0,0,4,32,25,1,503.64
4.0,39.0,368.0,,24.0,15.0,2.0,0,15,51,661,0,2148.14
3.0,7.0,115.0,65.0,20.0,10.0,2.0,1,11,109,1,1,4221.64
2.0,52.0,291.0,,8.0,24.0,2.0,0,6,30,467,0,1222.1
2.0,52.0,466.0,,66.0,12.0,2.0,0,4,36,4,1,1433.14
4.0,0.0,465.0,,24.0,3.0,2.0,0,7,70,128,1,4579.14
2.0,9.0,541.0,,66.0,12.0,2.0,0,15,156,66,1,5008.14
4.0,39.0,754.0,,24.0,3.0,2.0,0,7,45,15,1,3077.71
3.0,34.0,990.0,,48.0,23.0,2.0,0,5,57,3,1,2863.14
2.0,45.0,623.0,,56.0,3.0,2.0,0,8,36,455,0,1004.14
2.0,27.0,541.0,,8.0,16.0,1.0,0,4,63,2,1,718.14
1.0,17.0,498.0,,55.0,8.0,1.0,0,8,98,24,1,4293.14
2.0,9.0,336.0,,39.0,6.0,2.0,0,5,72,541,0,2848.84
1.0,17.0,341.0,,24.0,15.0,2.0,0,1,29,7,1,3292.14
4.0,39.0,950.0,,24.0,9.0,2.0,0,5,24,91,1,2119.54
2.0,52.0,291.0,,8.0,23.0,2.0,0,0,14,28,1,575.14
4.0,6.0,1041.0,,24.0,3.0,2.0,0,2,11,453,0,2049.13
2.0,11.0,271.0,,47.0,18.0,2.0,0,2,34,21,1,2748.74
2.0,45.0,466.0,,8.0,18.0,2.0,0,0,14,0,1,560.84
3.0,7.0,98.0,,36.0,19.0,2.0,0,4,105,4,1,25743.14
1.0,17.0,935.0,,24.0,3.0,2.0,0,11,140,24,1,3292.14
2.0,52.0,488.0,,56.0,15.0,2.0,0,9,72,289,1,432.14
2.0,9.0,685.0,,66.0,8.0,2.0,0,14,227,38,1,5151.14
2.0,30.0,557.0,,47.0,18.0,2.0,0,28,180,386,1,2362.64
2.0,52.0,419.0,,47.0,20.0,1.0,0,7,64,127,1,1704.84
0.0,48.0,289.0,,37.0,3.0,2.0,0,2,30,0,1,3206.34
2.0,52.0,754.0,,47.0,25.0,2.0,0,14,71,328,1,1576.14
4.0,0.0,831.0,,24.0,12.0,2.0,0,0,10,7,1,1075.64
2.0,29.0,16.0,209.0,24.0,3.0,1.0,0,3,125,0,1,13588.14
2.0,50.0,229.0,,8.0,3.0,1.0,0,45,424,11,1,718.14
2.0,22.0,291.0,,8.0,4.0,2.0,0,9,235,406,1,1647.64
4.0,0.0,784.0,,55.0,6.0,1.0,0,2,9,456,0,1075.64
2.0,11.0,466.0,,61.0,15.0,2.0,1,30,241,4,1,2863.14
4.0,20.0,907.0,,24.0,3.0,2.0,0,3,23,26,1,1433.14
2.0,45.0,905.0,,12.0,4.0,2.0,0,1,16,10,1,1104.24
4.0,0.0,1000.0,,24.0,3.0,1.0,0,11,42,480,0,1004.14
2.0,22.0,16.0,,9.0,3.0,1.0,1,11,185,718,0,1433.14
2.0,56.0,890.0,,66.0,3.0,2.0,0,2,30,101,1,679.29
0.0,57.0,712.0,,24.0,3.0,2.0,0,4,84,97,1,4078.64
2.0,11.0,271.0,,47.0,15.0,1.0,0,1,40,13,1,1361.64
4.0,28.0,1000.0,,24.0,18.0,2.0,0,9,49,59,1,3578.14
2.0,45.0,499.0,,66.0,12.0,2.0,0,4,13,370,0,932.64
2.0,50.0,796.0,,8.0,3.0,2.0,0,12,152,588,0,4007.14
4.0,4.0,890.0,,24.0,3.0,2.0,0,9,106,574,0,1104.24
0.0,5.0,507.0,,33.0,3.0,2.0,0,4,60,644,0,1147.14
4.0,53.0,465.0,27.0,55.0,3.0,2.0,0,11,69,4,1,3606.16
2.0,21.0,177.0,,56.0,18.0,2.0,0,3,24,533,0,889.74
1.0,17.0,498.0,158.0,8.0,4.0,2.0,0,12,121,161,1,2237.13
2.0,45.0,466.0,,47.0,18.0,2.0,0,6,49,78,1,1290.14
4.0,20.0,499.0,,24.0,16.0,2.0,0,4,24,11,1,2219.64
1.0,54.0,1031.0,,8.0,11.0,2.0,0,8,194,651,0,2720.14
2.0,9.0,549.0,,66.0,12.0,1.0,0,3,38,10,1,1294.44
2.0,52.0,905.0,,8.0,24.0,2.0,0,4,50,59,1,503.64
2.0,52.0,465.0,,8.0,9.0,1.0,0,6,40,0,1,1719.14
2.0,21.0,866.0,,61.0,3.0,2.0,0,3,60,79,1,4067.49
2.0,42.0,1013.0,,8.0,18.0,2.0,0,2,26,667,0,1504.64
2.0,50.0,796.0,,8.0,3.0,2.0,0,2,45,94,1,1862.14
2.0,56.0,266.0,,66.0,19.0,2.0,0,8,89,54,1,1433.14
4.0,6.0,291.0,,55.0,1.0,2.0,0,8,28,488,0,3578.14
4.0,39.0,47.0,,24.0,6.0,2.0,0,1,33,9,1,931.02
2.0,11.0,673.0,,56.0,15.0,2.0,1,7,46,475,0,7986.25
1.0,17.0,498.0,1.0,40.0,18.0,1.0,0,14,233,65,1,5723.14
2.0,29.0,466.0,,24.0,3.0,2.0,0,13,75,410,1,3292.14
2.0,52.0,890.0,,8.0,13.0,1.0,0,3,13,78,1,1025.66
2.0,27.0,289.0,,66.0,3.0,2.0,0,17,138,308,1,1304.44
4.0,14.0,23.0,,24.0,8.0,2.0,0,5,26,566,0,846.84
2.0,52.0,465.0,,8.0,9.0,2.0,0,20,231,68,1,4007.14
2.0,55.0,16.0,,25.0,1.0,2.0,0,3,50,25,1,5437.14
2.0,9.0,271.0,,66.0,3.0,2.0,0,8,101,11,1,4110.54
2.0,9.0,931.0,,29.0,18.0,2.0,0,4,142,2,1,4293.14
2.0,52.0,943.0,,39.0,3.0,2.0,1,16,77,375,0,3422.63
2.0,11.0,189.0,,8.0,4.0,2.0,0,30,126,546,1,3979.1
2.0,9.0,313.0,,66.0,3.0,2.0,0,18,103,443,1,1647.64
2.0,9.0,530.0,,58.0,18.0,2.0,0,10,40,405,0,3721.14
2.0,11.0,681.0,,47.0,15.0,1.0,0,7,65,47,1,1719.14
2.0,52.0,315.0,,47.0,3.0,2.0,0,2,28,671,0,1049.77
1.0,17.0,390.0,,24.0,12.0,2.0,0,0,19,410,0,1433.14
2.0,52.0,905.0,,61.0,3.0,1.0,0,0,31,39,1,861.14
2.0,21.0,229.0,,39.0,18.0,2.0,0,12,85,544,0,4650.64
4.0,20.0,164.0,,24.0,12.0,2.0,0,3,13,452,0,1719.14
0.0,40.0,341.0,,66.0,18.0,2.0,0,2,21,1,1,2148.14
2.0,11.0,863.0,,56.0,6.0,2.0,0,5,56,592,0,861.14
4.0,39.0,862.0,,24.0,22.0,1.0,0,7,51,537,0,918.34
4.0,20.0,796.0,,24.0,3.0,2.0,0,0,29,2,1,1933.64
2.0,45.0,1082.0,,66.0,3.0,2.0,0,4,50,269,1,554.41
2.0,9.0,336.0,,61.0,3.0,2.0,0,1,36,3,1,2863.14
1.0,17.0,932.0,,55.0,16.0,2.0,0,1,72,641,0,2276.84
2.0,52.0,796.0,,8.0,24.0,1.0,0,8,61,396,0,1290.14
4.0,20.0,907.0,,32.0,18.0,1.0,0,7,44,292,1,575.14
2.0,21.0,465.0,,66.0,4.0,2.0,0,7,66,126,1,1933.64
4.0,53.0,439.0,,24.0,14.0,2.0,0,7,90,35,1,932.64
2.0,26.0,705.0,,61.0,1.0,2.0,0,7,48,58,1,1361.64
0.0,51.0,476.0,,47.0,15.0,2.0,0,0,20,35,1,646.64
2.0,11.0,271.0,,61.0,3.0,1.0,0,5,43,7,1,1101.59
2.0,11.0,808.0,,39.0,3.0,2.0,0,20,250,298,1,3292.14
2.0,45.0,313.0,,39.0,3.0,2.0,0,4,15,468,0,575.14
2.0,21.0,789.0,,24.0,17.0,2.0,0,5,19,196,1,1147.14
2.0,9.0,685.0,,66.0,18.0,2.0,0,6,43,2,1,4293.14
4.0,53.0,465.0,38.0,55.0,13.0,2.0,0,5,54,6,1,3292.14
2.0,56.0,348.0,,8.0,1.0,2.0,0,0,14,18,1,1862.14
4.0,13.0,831.0,,55.0,12.0,2.0,0,4,18,398,0,2578.79
4.0,0.0,49.0,,24.0,3.0,1.0,0,2,91,1,1,4007.14
2.0,42.0,229.0,,8.0,24.0,2.0,0,4,65,55,1,736.26
2.0,52.0,466.0,,8.0,24.0,2.0,0,4,39,31,1,1361.64
2.0,42.0,291.0,,8.0,4.0,2.0,0,2,36,0,1,1433.14
2.0,42.0,279.0,,8.0,24.0,2.0,0,0,6,621,0,1433.14
2.0,49.0,332.0,,8.0,17.0,2.0,0,29,200,310,1,1719.14
4.0,53.0,644.0,,33.0,4.0,1.0,0,1,40,33,1,1719.14
2.0,21.0,666.0,,8.0,1.0,0.0,0,7,65,531,0,689.54
2.0,21.0,291.0,,66.0,12.0,2.0,0,8,54,665,0,3578.14
2.0,52.0,471.0,,32.0,15.0,1.0,0,21,180,43,1,1433.14
2.0,52.0,633.0,,8.0,24.0,2.0,0,7,43,405,0,1670.48
3.0,31.0,772.0,,28.0,22.0,2.0,0,7,28,2,1,932.64
2.0,21.0,523.0,,8.0,12.0,1.0,0,9,43,410,0,3792.64
2.0,52.0,393.0,,56.0,3.0,2.0,0,9,35,335,1,575.14
1.0,46.0,633.0,,24.0,3.0,2.0,0,15,122,109,1,3563.84
2.0,56.0,943.0,,56.0,18.0,2.0,0,5,37,173,1,932.64
2.0,22.0,667.0,,8.0,4.0,2.0,1,35,244,21,1,4007.14
0.0,41.0,541.0,,66.0,15.0,2.0,0,3,32,20,1,1147.14
2.0,9.0,683.0,,66.0,4.0,2.0,0,7,31,531,0,3435.14
4.0,0.0,465.0,,55.0,3.0,2.0,0,12,154,239,1,3149.14
2.0,27.0,291.0,,8.0,3.0,2.0,0,3,56,12,1,3279.54
2.0,11.0,813.0,,47.0,15.0,2.0,0,5,99,186,1,1989.25
2.0,21.0,465.0,,3.0,0.0,2.0,1,53,241,465,0,3721.14
4.0,53.0,541.0,,55.0,7.0,2.0,0,8,95,190,1,1576.14
4.0,20.0,950.0,,7.0,3.0,2.0,0,13,43,122,1,1004.14
2.0,26.0,289.0,,32.0,11.0,1.0,0,0,23,3,1,1290.14
2.0,11.0,666.0,,47.0,18.0,2.0,0,4,43,1,1,2863.14
2.0,30.0,557.0,,38.0,18.0,2.0,0,5,92,496,0,560.84
2.0,26.0,313.0,,8.0,4.0,2.0,0,4,35,379,0,861.14
2.0,45.0,47.0,,66.0,3.0,2.0,0,6,39,527,0,1570.89
2.0,11.0,271.0,,47.0,15.0,1.0,0,2,26,0,1,1118.54
4.0,39.0,2.0,,24.0,3.0,2.0,0,9,40,30,1,3649.79
2.0,52.0,842.0,,61.0,24.0,2.0,0,4,16,8,1,646.64
2.0,11.0,16.0,,47.0,15.0,2.0,1,34,257,36,1,2934.74
2.0,21.0,666.0,,55.0,13.0,0.0,0,1,31,719,0,3578.14
4.0,20.0,878.0,,24.0,3.0,1.0,0,1,14,372,0,803.63
2.0,21.0,393.0,,66.0,6.0,1.0,0,3,19,456,0,575.14
2.0,56.0,466.0,,8.0,24.0,2.0,0,1,25,9,1,575.14
3.0,7.0,780.0,,67.0,10.0,2.0,0,1,119,1,1,4293.14
2.0,56.0,476.0,,8.0,15.0,2.0,0,3,26,21,1,932.64
4.0,39.0,907.0,,40.0,3.0,1.0,0,1,39,579,0,2148.14
2.0,11.0,943.0,,39.0,3.0,2.0,0,3,44,677,0,8805.95
4.0,4.0,890.0,,33.0,3.0,1.0,0,3,139,216,1,789.64
2.0,45.0,214.0,,61.0,15.0,2.0,0,9,38,459,0,4221.64
2.0,11.0,796.0,,61.0,3.0,2.0,0,1,26,513,0,1933.64
2.0,21.0,181.0,,8.0,12.0,2.0,0,0,8,640,0,1075.64
4.0,20.0,506.0,,24.0,4.0,1.0,0,2,22,374,0,1933.64
2.0,52.0,16.0,,8.0,24.0,1.0,0,12,69,389,0,1218.64
2.0,11.0,666.0,,47.0,15.0,2.0,0,8,39,1,1,2133.84
4.0,20.0,47.0,,33.0,3.0,2.0,0,4,31,531,0,2834.54
1.0,17.0,994.0,,7.0,17.0,0.0,0,4,29,567,0,1318.74
2.0,45.0,1059.0,,56.0,3.0,1.0,0,1,17,11,1,563.14
3.0,7.0,714.0,88.0,63.0,3.0,2.0,0,5,78,117,1,2148.14
4.0,4.0,465.0,,55.0,13.0,2.0,0,5,23,14,1,2005.14
0.0,5.0,283.0,,24.0,7.0,2.0,0,2,18,3,1,1257.42
3.0,7.0,959.0,,11.0,4.0,2.0,0,1,12,7,1,861.14
4.0,14.0,1000.0,,33.0,3.0,2.0,0,9,70,415,0,2691.54
2.0,52.0,207.0,,47.0,18.0,2.0,0,0,45,57,1,432.14
2.0,52.0,289.0,,47.0,17.0,1.0,0,3,17,2,1,1218.64
1.0,46.0,712.0,,24.0,12.0,1.0,0,10,148,136,1,1147.14
2.0,56.0,784.0,,66.0,3.0,2.0,0,2,27,202,1,718.14
2.0,21.0,512.0,,24.0,6.0,2.0,0,1,40,567,0,3220.64
2.0,27.0,633.0,,8.0,4.0,2.0,0,2,24,18,1,2133.84
2.0,52.0,330.0,,47.0,15.0,2.0,0,8,130,242,1,1147.14
2.0,50.0,1059.0,,8.0,12.0,1.0,0,1,17,0,1,816.21
4.0,39.0,784.0,,24.0,3.0,2.0,0,5,25,2,1,989.84
3.0,7.0,373.0,,28.0,15.0,1.0,0,4,44,3,1,4293.14
1.0,17.0,49.0,67.0,24.0,11.0,2.0,0,7,45,11,1,5587.64
2.0,25.0,906.0,,39.0,3.0,2.0,0,6,88,6,1,2380.27
2.0,56.0,289.0,,8.0,19.0,2.0,0,13,71,515,0,1104.24
1.0,1.0,530.0,,32.0,3.0,2.0,0,5,73,1,1,1803.35
1.0,8.0,499.0,,24.0,3.0,2.0,0,16,98,622,0,2291.14
2.0,26.0,943.0,,66.0,17.0,1.0,0,7,31,1,1,1847.84
1.0,17.0,324.0,,24.0,1.0,1.0,0,1,24,665,0,861.14
4.0,0.0,539.0,,24.0,3.0,1.0,0,13,78,520,0,1820.76
2.0,45.0,190.0,,8.0,15.0,2.0,0,3,30,7,1,1694.45
4.0,39.0,666.0,,37.0,18.0,2.0,1,14,137,19,1,3657.07
2.0,52.0,466.0,,8.0,24.0,2.0,0,21,135,88,1,2148.14
0.0,57.0,890.0,,24.0,3.0,1.0,0,15,207,602,0,1707.11
1.0,17.0,49.0,177.0,24.0,12.0,2.0,0,3,27,517,0,6438.14
2.0,11.0,465.0,,47.0,3.0,2.0,0,4,75,0,1,5651.64
1.0,17.0,817.0,152.0,24.0,4.0,2.0,0,3,59,3,1,9298.14
4.0,39.0,907.0,,24.0,3.0,1.0,0,0,6,1,1,1147.14
1.0,17.0,499.0,,7.0,6.0,1.0,0,4,74,160,1,1790.64
2.0,52.0,291.0,,8.0,15.0,2.0,0,4,15,629,0,718.14
2.0,21.0,187.0,,66.0,3.0,0.0,0,7,54,415,0,889.74
4.0,20.0,802.0,,24.0,3.0,1.0,0,6,21,402,1,718.14
2.0,36.0,547.0,,8.0,21.0,2.0,0,7,41,449,1,432.14
2.0,52.0,291.0,,8.0,19.0,0.0,0,4,19,1,1,575.14
2.0,11.0,943.0,,47.0,19.0,2.0,0,8,130,23,1,7594.9
2.0,11.0,49.0,,24.0,3.0,2.0,0,13,91,527,0,1520.8
0.0,41.0,784.0,,66.0,16.0,2.0,0,18,31,417,0,417.84
2.0,21.0,47.0,,3.0,12.0,2.0,0,6,44,385,0,4035.4
1.0,8.0,681.0,,24.0,4.0,1.0,0,6,83,367,1,575.14
1.0,17.0,817.0,155.0,24.0,19.0,1.0,0,10,99,215,1,6438.14
1.0,17.0,498.0,39.0,24.0,6.0,2.0,0,19,607,285,1,5008.14
2.0,9.0,313.0,,66.0,3.0,2.0,0,26,144,393,0,5365.64
0.0,48.0,977.0,,37.0,3.0,1.0,0,3,6,608,0,1147.14
2.0,45.0,685.0,,56.0,18.0,2.0,0,2,35,504,1,423.56
4.0,20.0,465.0,106.0,55.0,3.0,2.0,0,12,65,416,0,2434.14
3.0,34.0,465.0,,41.0,6.0,2.0,0,4,67,400,1,605.09
1.0,3.0,712.0,,24.0,3.0,2.0,0,12,226,75,1,5294.14
2.0,56.0,313.0,,8.0,23.0,2.0,0,2,12,528,0,932.64
4.0,39.0,784.0,,33.0,19.0,2.0,0,2,10,426,0,1361.64
2.0,21.0,341.0,,66.0,12.0,2.0,0,2,20,33,1,1433.14
0.0,18.0,634.0,,64.0,1.0,2.0,1,13,88,2,1,5008.14
2.0,52.0,808.0,,39.0,15.0,2.0,0,1,36,62,1,2076.64
2.0,21.0,943.0,,66.0,4.0,2.0,0,6,69,12,1,1990.84
3.0,38.0,249.0,,67.0,10.0,1.0,0,10,98,574,0,14946.64
2.0,50.0,646.0,,8.0,3.0,1.0,0,0,16,0,1,2005.14
2.0,26.0,666.0,,8.0,16.0,2.0,1,26,175,60,1,1719.14
1.0,17.0,943.0,81.0,39.0,12.0,1.0,0,9,115,5,1,5723.14
2.0,29.0,488.0,,47.0,25.0,2.0,0,14,78,664,0,3578.14
2.0,45.0,558.0,,47.0,18.0,2.0,0,2,26,27,1,1075.64
2.0,45.0,787.0,,8.0,13.0,2.0,0,3,25,637,0,1147.14
2.0,9.0,794.0,,66.0,15.0,2.0,0,44,165,379,0,2748.74
2.0,45.0,321.0,,8.0,9.0,2.0,0,5,88,208,1,2148.14
2.0,11.0,466.0,,39.0,3.0,2.0,0,0,39,21,1,1576.14
